Exch,ExchType,Scripcode,Name,Series,Expiry,CpType,StrikeRate,WireCat,ISIN,FullName
N,C,5585,VIJAYA,EQ,1980-01-01 00:00:00,XX,0,C,INE043W01024,VIJAYA DIAGNOSTIC CEN LTD
N,C,5606,INTLCONV,EQ,1980-01-01 00:00:00,XX,0,Z,INE575C01027,INTL CONVEYORS LIMITED
N,C,5610,ASTRAZEN,EQ,1980-01-01 00:00:00,XX,0,B,INE203A01020,ASTRAZENECA PHARMA IND LT
N,C,5614,GANESHBE,EQ,1980-01-01 00:00:00,XX,0,Z,INE388A01029,GANESH BENZOPLAST LIMITED
N,C,5622,ITDCEM,EQ,1980-01-01 00:00:00,XX,0,C,INE686A01026,ITD CEMENTATION INDIA LTD
N,C,5631,PAR,EQ,1980-01-01 00:00:00,XX,0,Z,INE04LG01015,PAR DRUGS AND CHEM LTD
N,C,5633,J&KBANK,EQ,1980-01-01 00:00:00,XX,0,C,INE168A01041,J & K BANK LTD.
N,C,5688,ARCHIES,EQ,1980-01-01 00:00:00,XX,0,Z,INE731A01020,ARCHIES LTD
N,C,5701,CUB,EQ,1980-01-01 00:00:00,XX,0,B,INE491A01021,CITY UNION BANK LTD
N,C,5732,AXISCETF,EQ,1980-01-01 00:00:00,XX,0,Z,INF846K016C7,AXISAMC - AXISCETF
N,C,5748,CYIENT,EQ,1980-01-01 00:00:00,XX,0,B,INE136B01020,CYIENT LIMITED
N,C,5751,SANSERA,EQ,1980-01-01 00:00:00,XX,0,D,INE953O01021,SANSERA ENGINEERING LTD
N,C,5782,MASPTOP50,EQ,1980-01-01 00:00:00,XX,0,Z,INF769K01HP3,MIRAEAMC - MASPTOP50
N,C,5851,KOTAKBKETF,EQ,1980-01-01 00:00:00,XX,0,A,INF174K01F59,KOTAKMAMC-KOTAKBKETF
N,C,5865,LAGNAM,EQ,1980-01-01 00:00:00,XX,0,Z,INE548Z01017,LAGNAM SPINTEX LIMITED
N,C,5900,AXISBANK,EQ,1980-01-01 00:00:00,XX,0,E,INE238A01034,AXIS BANK LIMITED
N,C,5911,PARAS,EQ,1980-01-01 00:00:00,XX,0,Z,INE045601015,PARAS DEF AND SPCE TECH L
N,C,5926,INTELLECT,EQ,1980-01-01 00:00:00,XX,0,C,INE306R01017,INTELLECT DESIGN ARENA
N,C,5938,MONTECARLO,EQ,1980-01-01 00:00:00,XX,0,D,INE950M01013,MONTE CARLO FASHIONS LTD.
N,C,5948,SOUTHBANK,EQ,1980-01-01 00:00:00,XX,0,B,INE683A01023,THE SOUTH INDIAN BANK LTD
N,C,5957,BSLSENETFG,EQ,1980-01-01 00:00:00,XX,0,Z,INF209KB10E8,BIRLASLAMC - BSLSENETFG
N,C,6006,COASTCORP,EQ,1980-01-01 00:00:00,XX,0,Z,INE377E01016,COASTAL CORPORATION LTD
N,C,6018,ABSLAMC,EQ,1980-01-01 00:00:00,XX,0,Z,INE404A01024,ADIT BIRL SUN LIF AMC LTD
N,C,6040,EIFFL,EQ,1980-01-01 00:00:00,XX,0,Z,INE546V01010,EURO (I) FRESH FOODS LTD
N,C,6045,PASUPTAC,EQ,1980-01-01 00:00:00,XX,0,Z,INE818B01023,PASUPATI ACRYLON LIMITED
N,C,6051,CYBERTECH,EQ,1980-01-01 00:00:00,XX,0,Z,INE214A01019,CYBERTECH SYSTEMS & SOFTW
N,C,6062,LICNETFGSC,EQ,1980-01-01 00:00:00,XX,0,E,INF767K01MV5,LICNAMC - LICNMFET
N,C,6068,AIROLAM,EQ,1980-01-01 00:00:00,XX,0,Z,INE801L01010,AIRO LAM LIMITED
N,C,6125,GOODLUCK,EQ,1980-01-01 00:00:00,XX,0,Z,INE127I01024,GOODLUCK INDIA LIMITED
N,C,6127,DIGJAMLMTD,EQ,1980-01-01 00:00:00,XX,0,Z,INE731U01028,DIGJAM LTD
N,C,6141,PANSARI,EQ,1980-01-01 00:00:00,XX,0,Z,INE697V01011,PANSARI DEVELOPERS LTD
N,C,6164,BHAGCHEM,EQ,1980-01-01 00:00:00,XX,0,Z,INE414D01019,BHAGIRADHA CHEM & INDS L
N,C,6198,FCL,EQ,1980-01-01 00:00:00,XX,0,D,INE045J01026,FINEOTEX CHEMICAL LIMITED
N,C,6216,CAMLINFINE,EQ,1980-01-01 00:00:00,XX,0,B,INE052I01032,CAMLIN FINE SCIENCES LTD
N,C,6218,SIKKO,EQ,1980-01-01 00:00:00,XX,0,Z,INE112X01017,SIKKO INDUSTRIES LIMITED
N,C,6227,DTIL,EQ,1980-01-01 00:00:00,XX,0,Z,INE341R01014,DHUNSERI TEA & IND. LTD.
N,C,6232,3IINFOLTD,EQ,1980-01-01 00:00:00,XX,0,Z,INE748C01038,3I INFOTECH LIMITED
N,C,6262,SELMC,EQ,1980-01-01 00:00:00,XX,0,Z,INE105I01020,SEL MANUFACTURING CO LTD
N,C,6278,MEDICAMEQ,EQ,1980-01-01 00:00:00,XX,0,Z,INE646B01010,MEDICAMEN BIOTECH LIMITED
N,C,6297,HEALTHY,EQ,1980-01-01 00:00:00,XX,0,Z,INF209KB10C2,BIRLASLAMC - HEALTHY
N,C,6302,APOLSINHOT,EQ,1980-01-01 00:00:00,XX,0,Z,INE451F01024,APOLLO SINDOORI HOTEL LTD
N,C,6353,MAN50ETF,EQ,1980-01-01 00:00:00,XX,0,E,INF769K01EG9,MIRAEAMC - MAN50ETF
N,C,6364,NATIONALUM,EQ,1980-01-01 00:00:00,XX,0,B,INE139A01034,NATIONAL ALUMINIUM CO LTD
N,C,6385,CCHHL,EQ,1980-01-01 00:00:00,XX,0,Z,INE652F01027,COUNTRY CLUB HOSP HOL LTD
N,C,6407,LAMBODHARA,EQ,1980-01-01 00:00:00,XX,0,Z,INE112F01022,LAMBODHARA TEXTILES LTD.
N,C,6417,KRITI,EQ,1980-01-01 00:00:00,XX,0,Z,INE479D01038,KRITI INDUSTRIES IND LTD
N,C,6422,MANORG,EQ,1980-01-01 00:00:00,XX,0,Z,INE370D01013,MANGALAM ORGANICS LIMITED
N,C,6429,RSSOFTWARE,EQ,1980-01-01 00:00:00,XX,0,Z,INE165B01029,R. S. SOFTWARE (INDIA) LI
N,C,6445,TECHNOE,EQ,1980-01-01 00:00:00,XX,0,B,INE285K01026,TECHNO ELEC & ENG CO. LTD
N,C,6446,ICICICONSU,EQ,1980-01-01 00:00:00,XX,0,Z,INF109KC1V42,ICICIPRAMC - ICICICONSU
N,C,6462,TECH,EQ,1980-01-01 00:00:00,XX,0,Z,INF209KB11D8,BIRLASLAMC - TECH
N,C,6489,IRIS,EQ,1980-01-01 00:00:00,XX,0,Z,INE864K01010,IRIS BUSINESS SERV LTD
N,C,6543,GRPLTD,EQ,1980-01-01 00:00:00,XX,0,Z,INE137I01015,GRP LIMITED
N,C,6545,NYKAA,EQ,1980-01-01 00:00:00,XX,0,Z,INE388Y01029,FSN E COMMERCE VENTURES
N,C,6568,LAXMICOT,EQ,1980-01-01 00:00:00,XX,0,Z,INE801V01019,LAXMI COTSPIN LIMITED
N,C,6579,FINOPB,EQ,1980-01-01 00:00:00,XX,0,Z,INE02NC01014,FINO PAYMENTS BANK LTD
N,C,6596,SONATSOFTW,EQ,1980-01-01 00:00:00,XX,0,B,INE269A01021,SONATA SOFTWARE LTD
N,C,6600,GENUSPAPER,EQ,1980-01-01 00:00:00,XX,0,Z,INE949P01018,GENUS P&B LIMITED
N,C,6606,DSPNEWETF,EQ,1980-01-01 00:00:00,XX,0,Z,INF740KA1QK2,DSPAMC - DSPNEWETF
N,C,6643,SJS,EQ,1980-01-01 00:00:00,XX,0,Z,INE284S01014,SJS ENTERPRISES LIMITED
N,C,6656,POLICYBZR,EQ,1980-01-01 00:00:00,XX,0,Z,INE417T01026,PB FINTECH LIMITED
N,C,6673,FOODSIN,EQ,1980-01-01 00:00:00,XX,0,Z,INE976E01023,FOODS & INNS LIMITED
N,C,6705,PAYTM,EQ,1980-01-01 00:00:00,XX,0,Z,INE982J01020,ONE 97 COMMUNICATIONS LTD
N,C,6711,IVC,EQ,1980-01-01 00:00:00,XX,0,Z,INE050B01023,IL&FS INVESTMENT MANAGERS
N,C,6713,MOLDTKPAC,EQ,1980-01-01 00:00:00,XX,0,C,INE893J01029,MOLD-TEK PACKAGING LTD
N,C,6718,SAPPHIRE,EQ,1980-01-01 00:00:00,XX,0,Z,INE806T01012,SAPPHIRE FOODS INDIA LTD
N,C,6733,JINDALSTEL,EQ,1980-01-01 00:00:00,XX,0,B,INE749A01030,JINDAL STEEL & POWER LTD
N,C,6757,MARSHALL,EQ,1980-01-01 00:00:00,XX,0,Z,INE00SZ01018,MARSHALL MACHINES LTD
N,C,6782,NIPPOBATRY,EQ,1980-01-01 00:00:00,XX,0,Z,INE567A01028,INDO-NATIONAL LIMITED
N,C,6792,SBC,EQ,1980-01-01 00:00:00,XX,0,Z,INE04AK01010,SBC EXPORTS LIMITED
N,C,6803,STEELCAS,EQ,1980-01-01 00:00:00,XX,0,Z,INE124E01020,STEELCAST LIMITED
N,C,6818,LATENTVIEW,EQ,1980-01-01 00:00:00,XX,0,Z,INE0I7C01011,LATENT VIEW ANALYTICS LTD
N,C,6943,TARSONS,EQ,1980-01-01 00:00:00,XX,0, ,INE144Z01023,TARSONS PRODUCTS LIMITED
N,C,6944,GANECOS,EQ,1980-01-01 00:00:00,XX,0,D,INE845D01014,GANESHA ECOSPHERE LIMITED
N,C,6951,LINCPEN,EQ,1980-01-01 00:00:00,XX,0,Z,INE802B01019,LINC PEN & PLASTICS LTD
N,C,6961,MENONBE,EQ,1980-01-01 00:00:00,XX,0,Z,INE071D01033,MENON BEARINGS LIMITED
N,C,6994,BSOFT,EQ,1980-01-01 00:00:00,XX,0,C,INE836A01035,BIRLASOFT LIMITED
N,C,7048,HESTERBIO,EQ,1980-01-01 00:00:00,XX,0,C,INE782E01017,HESTER BIOSCIENCES LTD
N,C,7053,ACCELYA,EQ,1980-01-01 00:00:00,XX,0,C,INE793A01012,ACCELYA SOLN INDIA LTD
N,C,7109,JMA,EQ,1980-01-01 00:00:00,XX,0,Z,INE412C01023,JULLUNDUR MOT AGENCY LTD
N,C,7339,ABSLNN50ET,EQ,1980-01-01 00:00:00,XX,0,Z,INF209KB16D7,BIRLASLAMC - ABSLNN50ET
N,C,7353,SETFNN50,EQ,1980-01-01 00:00:00,XX,0,E,INF200KA1598,SBI-ETF NIFTY NEXT 50
N,C,7361,SETFNIFBK,EQ,1980-01-01 00:00:00,XX,0,A,INF200KA1580,SBI-ETF NIFTY BANK
N,C,7374,STAR,EQ,1980-01-01 00:00:00,XX,0,C,INE939A01011,STRIDES PHARMA SCI LTD
N,C,7401,RAJESHEXPO,EQ,1980-01-01 00:00:00,XX,0,D,INE343B01030,RAJESH EXPORTS LTD
N,C,7406,GLENMARK,EQ,1980-01-01 00:00:00,XX,0,B,INE935A01035,GLENMARK PHARMACEUTICALS
N,C,7411,NILASPACES,EQ,1980-01-01 00:00:00,XX,0,Z,INE00S901012,NILA SPACES LIMITED
N,C,7413,MANAKCOAT,EQ,1980-01-01 00:00:00,XX,0,Z,INE830Q01018,MAN COAT METAL & IND LTD
N,C,7420,MANAKALUCO,EQ,1980-01-01 00:00:00,XX,0,Z,INE859Q01017,MANAK ALUMINIUM CO. LTD.
N,C,7463,MANAKSTEEL,EQ,1980-01-01 00:00:00,XX,0,Z,INE824Q01011,MANAKSIA STEELS LTD
N,C,7506,WOCKPHARMA,EQ,1980-01-01 00:00:00,XX,0,C,INE049B01025,WOCKHARDT LIMITED
N,C,7508,ZENTEC,EQ,1980-01-01 00:00:00,XX,0,D,INE251B01027,ZEN TECHNOLOGIES LIMITED
N,C,7518,TREJHARA,EQ,1980-01-01 00:00:00,XX,0,Z,INE00CA01015,TREJHARA SOLUTIONS LTD
N,C,7529,LCCINFOTEC,EQ,1980-01-01 00:00:00,XX,0,Z,INE938A01021,LCC INFOTECH LTD
N,C,7553,NRBBEARING,EQ,1980-01-01 00:00:00,XX,0,C,INE349A01021,NRB BEARING LIMITED
N,C,7627,SHREERAMA,EQ,1980-01-01 00:00:00,XX,0,Z,INE879A01019,SHREE RAMA MULTI TECH LTD
N,C,7838,NETF,EQ,1980-01-01 00:00:00,XX,0,Z,INF277K015R5,TATAAML - NETF
N,C,7848,BIL,EQ,1980-01-01 00:00:00,XX,0,Z,INE828A01016,BHARTIYA INTERNATIONAL
N,C,7851,RAMCOSYS,EQ,1980-01-01 00:00:00,XX,0,C,INE246B01019,RAMCO SYSTEMS LTD.
N,C,7852,INOXWIND,EQ,1980-01-01 00:00:00,XX,0,C,INE066P01011,INOX WIND LIMITED
N,C,7862,GEPIL,EQ,1980-01-01 00:00:00,XX,0,B,INE878A01011,GE POWER INDIA LIMITED
N,C,7902,LFIC,EQ,1980-01-01 00:00:00,XX,0,Z,INE850E01012,LAKSHMI FIN IND CORP LTD
N,C,7919,BYKE,EQ,1980-01-01 00:00:00,XX,0,Z,INE319B01014,THE BYKE HOSPITALITY LTD
N,C,7929,CADILAHC,EQ,1980-01-01 00:00:00,XX,0,A,INE010B01027,CADILA HEALTHCARE LIMITED
N,C,7936,AVANTIFEED,EQ,1980-01-01 00:00:00,XX,0,B,INE871C01038,AVANTI FEEDS LIMITED
N,C,8024,CINEVISTA,EQ,1980-01-01 00:00:00,XX,0,Z,INE039B01026,CINEVISTA LIMITED
N,C,8050,MAHLIFE,EQ,1980-01-01 00:00:00,XX,0,C,INE813A01018,MAHINDRA LIFESPACE DEVLTD
N,C,8054,KTKBANK,EQ,1980-01-01 00:00:00,XX,0,B,INE614B01018,KARNATAKA BANK LIMITED
N,C,8311,BLUESTARCO,EQ,1980-01-01 00:00:00,XX,0,A,INE472A01039,BLUE STAR LIMITED
N,C,8424,VIPULLTD,EQ,1980-01-01 00:00:00,XX,0,Z,INE946H01037,VIPUL LIMITED
N,C,8477,XELPMOC,EQ,1980-01-01 00:00:00,XX,0,Z,INE01P501012,XELPMOC DESIGN & TECH LTD
N,C,8479,TVSMOTOR,EQ,1980-01-01 00:00:00,XX,0,B,INE494B01023,TVS MOTOR COMPANY  LTD
N,C,8506,NETFMID150,EQ,1980-01-01 00:00:00,XX,0,E,INF204KB1V68,NIP IND ETF MIDCAP 150
N,C,8546,CHALET,EQ,1980-01-01 00:00:00,XX,0,B,INE427F01016,CHALET HOTELS LIMITED
N,C,8585,NLCINDIA,EQ,1980-01-01 00:00:00,XX,0,B,INE589A01014,NLC INDIA LIMITED
N,C,8591,AKSHOPTFBR,EQ,1980-01-01 00:00:00,XX,0,Z,INE523B01011,AKSH OPTIFIBRE LIMITED
N,C,8652,VETO,EQ,1980-01-01 00:00:00,XX,0,Z,INE918N01018,VETO SWITCHGEAR CABLE LTD
N,C,8687,MUKTAARTS,EQ,1980-01-01 00:00:00,XX,0,Z,INE374B01019,MUKTA ARTS LIMITED
N,C,8696,VRLLOG,EQ,1980-01-01 00:00:00,XX,0,B,INE366I01010,VRL LOGISTICS LIMITED
N,C,8736,PNBGILTS,EQ,1980-01-01 00:00:00,XX,0,C,INE859A01011,PNB GILTS LIMITED
N,C,8825,PRIVISCL,EQ,1980-01-01 00:00:00,XX,0,B,INE959A01019,PRIVI SPECIALITY CHE LTD
N,C,8828,GAEL,EQ,1980-01-01 00:00:00,XX,0,C,INE036B01030,GUJARAT AMBUJA EXPORTS LT
N,C,8833,BCG,EQ,1980-01-01 00:00:00,XX,0,Z,INE425B01027,BRIGHTCOM GROUP LIMITED
N,C,8840,USHAMART,EQ,1980-01-01 00:00:00,XX,0,C,INE228A01035,USHA MARTIN LTD.
N,C,8954,TTML,EQ,1980-01-01 00:00:00,XX,0,Z,INE517B01013,TATA TELESERV(MAHARASTRA)
N,C,8998,MRO-TEK,EQ,1980-01-01 00:00:00,XX,0,Z,INE398B01018,MRO-TEK REALTY LIMITED
N,C,9007,NOVARTIND,EQ,1980-01-01 00:00:00,XX,0,D,INE234A01025,NOVARTIS INDIA LIMITED
N,C,9014,ANUP,EQ,1980-01-01 00:00:00,XX,0,D,INE294Z01018,THE ANUP ENGINEERING LTD
N,C,9039,UFO,EQ,1980-01-01 00:00:00,XX,0,Z,INE527H01019,UFO MOVIEZ INDIA LTD.
N,C,9046,AGROPHOS,EQ,1980-01-01 00:00:00,XX,0,Z,INE740V01019,AGRO PHOS INDIA LIMITED
N,C,9111,ARVINDFASN,EQ,1980-01-01 00:00:00,XX,0,C,INE955V01021,ARVIND FASHIONS LIMITED
N,C,9158,BALAJITELE,EQ,1980-01-01 00:00:00,XX,0,D,INE794B01026,BALAJI TELEFILMS LIMITED.
N,C,9168,UTISXN50,EQ,1980-01-01 00:00:00,XX,0,Z,INF789F1AUU3,UTIAMC - UTISXN50
N,C,9219,TPLPLASTEH,EQ,1980-01-01 00:00:00,XX,0,Z,INE413G01014,TPL PLASTECH LIMITED
N,C,9260,ARROWGREEN,EQ,1980-01-01 00:00:00,XX,0,Z,INE570D01018,ARROW GREENTECH LIMITED
N,C,9309,STLTECH,EQ,1980-01-01 00:00:00,XX,0,B,INE089C01029,STERLITE TECHNOLOGIES LTD
N,C,9342,PNC,EQ,1980-01-01 00:00:00,XX,0,Z,INE392B01011,PRITISH NANDY COMMUNICATI
N,C,9348,IOB,EQ,1980-01-01 00:00:00,XX,0,C,INE565A01014,INDIAN OVERSEAS BANK
N,C,9354,TAJGVK,EQ,1980-01-01 00:00:00,XX,0,D,INE586B01026,TAJ GVK HOTELS & RESORTS
N,C,9356,MSTCLTD,EQ,1980-01-01 00:00:00,XX,0,C,INE255X01014,MSTC LIMITED
N,C,9385,PNCINFRA,EQ,1980-01-01 00:00:00,XX,0,B,INE195J01029,PNC INFRATECH LTD.
N,C,9428,SKIPPER,EQ,1980-01-01 00:00:00,XX,0,D,INE439E01022,SKIPPER LIMITED
N,C,9436,AXISCADES,EQ,1980-01-01 00:00:00,XX,0,Z,INE555B01013,AXISCADES TECH LTD
N,C,9539,SAKAR,EQ,1980-01-01 00:00:00,XX,0,Z,INE732S01012,SAKAR HEALTHCARE LIMITED
N,C,9552,RVNL,EQ,1980-01-01 00:00:00,XX,0,B,INE415G01027,RAIL VIKAS NIGAM LIMITED
N,C,9576,MAHESHWARI,EQ,1980-01-01 00:00:00,XX,0,Z,INE263W01010,MAHESHWARI LOGISTICS LTD.
N,C,9581,METROPOLIS,EQ,1980-01-01 00:00:00,XX,0,B,INE112L01020,METROPOLIS HEALTHCARE LTD
N,C,9590,POLYCAB,EQ,1980-01-01 00:00:00,XX,0,B,INE455K01017,POLYCAB INDIA LIMITED
N,C,9641,KHANDSE,EQ,1980-01-01 00:00:00,XX,0,Z,INE060B01014,KHANDWALA SECURITIES LTD
N,C,9668,HIKAL,EQ,1980-01-01 00:00:00,XX,0,C,INE475B01022,HIKAL LIMITED
N,C,9683,KPITTECH,EQ,1980-01-01 00:00:00,XX,0,B,INE04I401011,KPIT TECHNOLOGIES LIMITED
N,C,9685,TRIDENT,EQ,1980-01-01 00:00:00,XX,0,C,INE064C01022,TRIDENT LIMITED
N,C,9819,HAVELLS,EQ,1980-01-01 00:00:00,XX,0,A,INE176B01034,HAVELLS INDIA LIMITED
N,C,9847,NETFNV20,EQ,1980-01-01 00:00:00,XX,0,E,INF204KB18I3,NIP IND ETF ETF NV20
N,C,9867,NEXTMEDIA,EQ,1980-01-01 00:00:00,XX,0,Z,INE747B01016,NEXT MEDIAWORKS LIMITED
N,C,9889,SMARTLINK,EQ,1980-01-01 00:00:00,XX,0,Z,INE178C01020,SMARTLINK HOLDINGS LTD
N,C,10074,EMAMIPAP,EQ,1980-01-01 00:00:00,XX,0,D,INE830C01026,EMAMI PAPER MILLS LIMITED
N,C,10099,GODREJCP,EQ,1980-01-01 00:00:00,XX,0,A,INE102D01028,GODREJ CONSUMER PRODUCTS
N,C,10159,ORICONENT,EQ,1980-01-01 00:00:00,XX,0,Z,INE730A01022,ORICON ENTERPRISES LTD
N,C,10176,SETFNIF50,EQ,1980-01-01 00:00:00,XX,0,E,INF200KA1FS1,SBI-ETF NIFTY 50
N,C,10181,BALKRISHNA,EQ,1980-01-01 00:00:00,XX,0,Z,INE875R01011,BALKRISHNA PAPER MILLS L
N,C,10188,SHYAMCENT,EQ,1980-01-01 00:00:00,XX,0,Z,INE979R01011,SHYAM CENTURY FERROUS LTD
N,C,10238,CONFIPET,EQ,1980-01-01 00:00:00,XX,0,C,INE552D01024,CONFIDENCE PETRO IND LTD.
N,C,10243,SYNGENE,EQ,1980-01-01 00:00:00,XX,0,A,INE398R01022,SYNGENE INTERNATIONAL LTD
N,C,10276,KAYA,EQ,1980-01-01 00:00:00,XX,0,D,INE587G01015,KAYA LIMITED
N,C,10285,AYMSYNTEX,EQ,1980-01-01 00:00:00,XX,0,D,INE193B01039,AYM SYNTEX LIMITED
N,C,10297,PPL,EQ,1980-01-01 00:00:00,XX,0,Z,INE050001010,PRAKASH PIPES LIMITED
N,C,10300,RAMASTEEL,EQ,1980-01-01 00:00:00,XX,0,Z,INE230R01027,RAMA STEEL TUBES LIMITED
N,C,10310,AURUM,EQ,1980-01-01 00:00:00,XX,0,Z,INE898S01029,AURUM PROPTECH LIMITED
N,C,10397,JISLJALEQS,EQ,1980-01-01 00:00:00,XX,0,Z,INE175A01038,JAIN IRRIGATION SYSTEMS
N,C,10406,STEELCITY,EQ,1980-01-01 00:00:00,XX,0,Z,INE395H01011,STEEL CITY SECURITIES LTD
N,C,10415,MUTHOOTCAP,EQ,1980-01-01 00:00:00,XX,0,D,INE296G01013,MUTHOOT CAP SERV LTD
N,C,10440,LUPIN,EQ,1980-01-01 00:00:00,XX,0,A,INE326A01037,LUPIN LIMITED
N,C,10447,MCDOWELL-N,EQ,1980-01-01 00:00:00,XX,0,A,INE854D01024,UNITED SPIRITS LIMITED
N,C,10453,SATIN,EQ,1980-01-01 00:00:00,XX,0,D,INE836B01017,SATIN CREDIT NET LTD
N,C,10473,POWERMECH,EQ,1980-01-01 00:00:00,XX,0,C,INE211R01019,POWER MECH PROJECTS LTD.
N,C,10511,UTINIFTETF,EQ,1980-01-01 00:00:00,XX,0,E,INF789FB1X41,UTIAMC - UTINIFTETF
N,C,10515,UTISENSETF,EQ,1980-01-01 00:00:00,XX,0,E,INF789FB1X58,UTIAMC - UTISENSETF
N,C,10516,FEL,EQ,1980-01-01 00:00:00,XX,0,Z,INE623B01027,FUTURE ENTERPRISES LTD
N,C,10530,SHARDAMOTR,EQ,1980-01-01 00:00:00,XX,0,Z,INE597I01028,SHARDA MOTOR INDS LTD
N,C,10557,NAVKARCORP,EQ,1980-01-01 00:00:00,XX,0,D,INE278M01019,NAVKAR CORPORATION LTD.
N,C,10576,NIFTYBEES,EQ,1980-01-01 00:00:00,XX,0,E,INF204KB14I2,NIP IND ETF NIFTY BEES
N,C,10577,KRBL,EQ,1980-01-01 00:00:00,XX,0,C,INE001B01026,KRBL LIMITED
N,C,10578,MPSLTD,EQ,1980-01-01 00:00:00,XX,0,D,INE943D01017,MPS LIMITED
N,C,10579,MARKSANS,EQ,1980-01-01 00:00:00,XX,0,C,INE750C01026,MARKSANS PHARMA LIMITED
N,C,10580,TCI,EQ,1980-01-01 00:00:00,XX,0,B,INE688A01022,TRANSPORT CORPN OF INDIA
N,C,10588,SHREEPUSHK,EQ,1980-01-01 00:00:00,XX,0,D,INE712K01011,SHRE PUSH CHEM & FERT LTD
N,C,10599,GUJGASLTD,EQ,1980-01-01 00:00:00,XX,0,B,INE844O01030,GUJARAT GAS LIMITED
N,C,10604,BHARTIARTL,EQ,1980-01-01 00:00:00,XX,0,E,INE397D01024,BHARTI AIRTEL LIMITED
N,C,10618,SADBHIN,EQ,1980-01-01 00:00:00,XX,0,Z,INE764L01010,SADBHAV INFRA PROJ LTD.
N,C,10661,PONNIERODE,EQ,1980-01-01 00:00:00,XX,0,Z,INE838E01017,PONNIE SUGARS (ERODE) LTD
N,C,10666,PNB,EQ,1980-01-01 00:00:00,XX,0,A,INE160A01022,PUNJAB NATIONAL BANK
N,C,10700,SURANAT&P,EQ,1980-01-01 00:00:00,XX,0,Z,INE130B01031,SURANA TELECOM AND POW LT
N,C,10717,TIMESGTY,EQ,1980-01-01 00:00:00,XX,0,Z,INE289C01025,TIMES GUARANTY LIMITED
N,C,10726,INDIAMART,EQ,1980-01-01 00:00:00,XX,0,B,INE933S01016,INDIAMART INTERMESH LTD
N,C,10738,OFSS,EQ,1980-01-01 00:00:00,XX,0,A,INE881D01027,ORACLE FIN SERV SOFT LTD.
N,C,10753,UNIONBANK,EQ,1980-01-01 00:00:00,XX,0,B,INE692A01016,UNION BANK OF INDIA
N,C,10755,APTECHT,EQ,1980-01-01 00:00:00,XX,0,D,INE266F01018,APTECH LIMITED
N,C,10768,OAL,EQ,1980-01-01 00:00:00,XX,0,C,INE959C01023,ORIENTAL AROMATICS LTD
N,C,10786,NOIDATOLL,EQ,1980-01-01 00:00:00,XX,0,Z,INE781B01015,NOIDA TOLL BRIDGE CO LTD
N,C,10791,NUCLEUS,EQ,1980-01-01 00:00:00,XX,0,C,INE096B01018,NUCLEUS SOFTWARE EXPORTS
N,C,10794,CANBK,EQ,1980-01-01 00:00:00,XX,0,B,INE476A01014,CANARA BANK
N,C,10828,SEYAIND,EQ,1980-01-01 00:00:00,XX,0,Z,INE573R01012,SEYA INDUSTRIES LIMITED
N,C,10905,GENESYS,EQ,1980-01-01 00:00:00,XX,0,Z,INE727B01026,GENESYS INTL CORPN LTD
N,C,10922,OMAXAUTO,EQ,1980-01-01 00:00:00,XX,0,Z,INE090B01011,OMAX AUTOS LTD
N,C,10925,GODREJIND,EQ,1980-01-01 00:00:00,XX,0,A,INE233A01035,GODREJ INDUSTRIES LTD
N,C,10932,RADAAN,EQ,1980-01-01 00:00:00,XX,0,Z,INE874F01027,RADAAN MEDIAWORKS (I) LTD
N,C,10939,JUNIORBEES,EQ,1980-01-01 00:00:00,XX,0,E,INF732E01045,NIP IND ETF JUNIOR BEES
N,C,10940,DIVISLAB,EQ,1980-01-01 00:00:00,XX,0,E,INE361B01024,DIVIS LABORATORIES LTD
N,C,10948,STCINDIA,EQ,1980-01-01 00:00:00,XX,0,D,INE655A01013,THE STATE TRADING CORPN
N,C,10990,RADICO,EQ,1980-01-01 00:00:00,XX,0,B,INE944F01028,RADICO KHAITAN LTD
N,C,10993,INDORAMA,EQ,1980-01-01 00:00:00,XX,0,Z,INE156A01020,INDO RAMA SYNTHETICS LTD
N,C,10999,MARUTI,EQ,1980-01-01 00:00:00,XX,0,E,INE585B01010,MARUTI SUZUKI INDIA LTD.
N,C,11006,LIQUIDBEES,EQ,1980-01-01 00:00:00,XX,0,E,INF732E01037,NIP IND ETF LIQUID BEES
N,C,11027,INFOBEAN,EQ,1980-01-01 00:00:00,XX,0,D,INE344S01016,INFOBEANS TECHNO. LTD.
N,C,11037,ICICIBANKN,EQ,1980-01-01 00:00:00,XX,0,E,INF109KC1E27,ICICIPRAMC - IPRU5008
N,C,11039,DCMNVL,EQ,1980-01-01 00:00:00,XX,0,Z,INE08KP01019,DCM NOUVELLE LIMITED
N,C,11045,SATIA,EQ,1980-01-01 00:00:00,XX,0,D,INE170E01023,SATIA INDUSTRIES LIMITED
N,C,11050,SIRCA,EQ,1980-01-01 00:00:00,XX,0,D,INE792Z01011,SIRCA PAINT INDIA LIMITED
N,C,11058,SECURKLOUD,EQ,1980-01-01 00:00:00,XX,0,Z,INE650K01021,SECUREKLOUD TECH LIMITED
N,C,11065,NATHBIOGEN,EQ,1980-01-01 00:00:00,XX,0,D,INE448G01010,NATH BIO-GENES (I) LTD
N,C,11082,LIBAS,EQ,1980-01-01 00:00:00,XX,0,Z,INE908V01012,LIBAS CONSU PRODUCTS LTD
